team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,label
Marist,MAAC,30,26.9,109.7,23.2,47.3,51.2,7.0,17.5,6.9,10.8,31,43,0.721,10,36,0.278,34,93,0.366,2.5,1.7,33.3,Jr,6-7,,1.1276,113.883,3.1,2008,3627,,,0.7857296,,,,,,,,,,101.216,100.865,1.03103,66.7797,1.19647,2.38676,-1.19029,3.89449,11.6667,4.17951,-0.285017,0.6667,1.7333,2.4,0.3667,0.3333,0.2667,5.1,,16.5921,1986-10-15,0
Binghamton,AE,30,89.3,110.1,20.1,50.3,53.97,3.4,10.5,22.7,17.7,65,83,0.783,95,193,0.492,40,115,0.348,0.7,3.8,26.9,Sr,6-0,,2.62599,106.753,3.2,2008,3628,,,1.83868001,,,,,,,,,,100.716,102.439,3.014,198.785,3.03188,2.31728,0.714607,3.06764,35.8667,1.54109,1.52656,1.0333,3.0,4.0333,3.8,2.2,0.2333,12.5,,6.59827,1985-10-15,0
Stanford,P10,30,21.3,118.5,18.4,56.7,58.58,2.7,11.1,12.1,14.0,17,24,0.708,19,36,0.528,24,61,0.393,0.0,2.0,24.7,Jr,6-2,,1.21284,119.703,2.3,2008,3629,,,1.38472199,,,,,,,,,,96.0486,91.5415,1.25114,52.227,5.81122,4.75401,1.05721,6.84052,10.3667,4.36349,2.47703,0.2333,1.0333,1.2667,0.6,0.3333,0.0,4.2333,,12.111,1986-10-15,0
Valparaiso,Horz,34,63.8,96.0,30.1,47.3,49.84,2.4,9.8,34.0,20.9,69,108,0.639,93,205,0.454,48,144,0.333,0.4,2.2,30.9,Sr,6-0,,2.151,109.84,4.0,2008,3630,"Skokie, IL",,1.48955641,,,,,,,,,,102.758,101.548,2.23376,152.848,0.481494,1.50003,-1.01854,0.415141,25.8611,1.15701,-0.741867,0.5556,2.1667,2.7222,3.9722,0.9722,0.0833,12.0,,9.8431,1985-10-15,0
South Florida,BE,18,6.3,68.1,14.1,28.6,29.33,10.1,15.6,0.0,16.1,3,10,0.3,4,14,0.286,0,0,0.0,2.6,1.5,71.4,Jr,6-9,,-0.323156,63.9252,9.7,2008,3631,"Rockville, MD",11.0,0.0,,,,,,,,,,100.309,99.0418,0.41387,15.2274,-8.88998,-6.57525,-2.31473,-8.69996,4.3333,-8.03146,-0.668496,0.3889,0.6111,1.0,0.0,0.1111,0.1111,0.6111,,0.0,1986-10-15,0
Eastern Michigan,MAC,30,57.3,103.2,24.3,52.8,55.95,10.1,12.9,10.8,20.1,78,121,0.645,114,216,0.528,0,0,0.0,3.5,0.7,56.0,So,6-8,,1.85756,108.152,5.3,2008,3632,"Cleveland, OH",,0.51786575,,,,,,,,,,106.003,105.79,1.72437,113.512,-1.63969,-0.883164,-0.756521,-1.97945,23.8,-0.777457,-1.20199,1.9333,2.5,4.4333,0.9667,0.2667,0.7,10.2,,0.0,1987-10-15,0
Eastern Michigan,MAC,30,68.4,105.9,18.3,52.6,54.32,1.3,11.1,16.0,18.7,26,33,0.788,33,69,0.478,67,185,0.362,0.4,1.9,13.0,Sr,6-5,,1.72714,103.165,3.5,2008,3633,"Flint, MI",,1.21274015,,,,,,,,,,105.765,105.614,2.07493,136.939,0.085027,1.53053,-1.4455,0.285483,28.4,0.825835,-0.540352,0.3,2.5667,2.8667,1.9,0.8667,0.1,9.7667,,13.4912,1985-10-15,0
Rice,CUSA,21,14.5,78.3,12.5,38.5,42.88,6.3,11.9,5.3,26.9,8,14,0.571,10,23,0.435,0,3,0.0,0.7,1.4,53.8,So,6-6,,-0.417798,71.0342,9.4,2008,3634,,,0.400042,,,,,,,,,,102.737,98.2148,0.820628,29.8654,-4.89692,-4.89538,-0.00154271,-7.57477,8.2857,-8.02115,0.446382,0.4762,0.8571,1.3333,0.1905,0.1905,0.0476,1.3333,,1.00468,1987-10-15,0
Northern Illinois,MAC,26,20.0,98.9,11.7,53.1,56.14,6.9,11.0,6.1,25.6,11,17,0.647,17,32,0.531,0,0,0.0,1.0,1.3,53.1,So,6-6,,0.0736445,88.0299,7.3,2008,3635,"Lees Summit, MO",,0.58331528,,,,,,,,,,108.777,107.907,0.56333,36.996,-3.19997,-2.03856,-1.16142,-4.72427,8.6538,-4.62346,-0.100801,0.5385,0.8077,1.3462,0.2692,0.1923,0.0769,1.7308,,0.0,1987-10-15,0
Northern Illinois,MAC,28,54.0,95.5,18.8,49.4,51.01,10.2,15.3,10.3,22.5,31,53,0.585,81,162,0.5,0,2,0.0,4.7,1.6,32.3,Sr,6-7,,0.716234,95.1294,5.0,2008,3636,,,0.60867978,,,,,,,,,,104.999,104.251,1.68545,118.059,0.17219,-1.2589,1.43109,-0.481769,21.6786,-0.863291,0.381522,2.0,2.8214,4.8214,1.0,0.6071,0.8929,6.8929,,0.184401,1985-10-15,0
Northern Illinois,MAC,28,68.4,100.2,18.2,57.4,57.16,6.5,16.0,15.7,25.6,30,57,0.526,69,123,0.561,29,73,0.397,3.3,2.4,29.1,Sr,6-7,,1.26882,98.9215,5.2,2008,3637,,,0.85938661,,,,,,,,,,103.446,102.709,2.28454,159.278,2.95567,1.06365,1.89201,1.86416,27.5,0.540369,1.3238,1.6071,3.75,5.3571,1.9643,1.1786,0.7857,9.1071,,5.31367,1985-10-15,0
Arizona St.,P10,34,83.6,116.1,28.1,58.6,63.23,5.4,14.5,24.7,17.8,169,224,0.754,152,264,0.576,44,108,0.407,2.2,4.1,60.2,Fr,6-5,,5.45809,132.598,2.5,2008,3638,"Lakewood, CA",97.4,1.23597956,,,,,,,,,,94.7463,90.266,4.23481,234.929,10.2958,6.29426,4.00155,11.4977,34.0588,7.64735,3.85039,1.2941,3.9706,5.2647,3.2353,2.1471,0.5588,17.7941,,6.06497,1988-10-15,1
Northern Illinois,MAC,6,8.9,60.6,21.9,35.0,45.31,4.4,5.9,11.7,48.5,8,9,0.889,7,16,0.438,0,4,0.0,0.0,2.3,45.0,So,6-1,,-1.26191,63.7458,2.8,2008,3639,"Oak Lawn, IL",11.4,0.31578616,,,,,,,,,,109.67,107.927,1.08902,15.7318,-10.8099,-9.07131,-1.73856,-9.84307,16.6667,-6.60277,-3.2403,0.6667,0.8333,1.5,1.0,0.6667,0.0,3.6667,,2.23768,1987-10-15,0
Northern Illinois,MAC,27,61.5,91.8,22.8,44.4,50.95,3.7,8.8,15.1,26.2,68,80,0.85,52,122,0.426,32,103,0.311,0.7,1.5,35.6,Jr,6-3,,0.938543,96.1676,3.5,2008,3640,"Pratt, KS",,0.64866638,,,,,,,,,,109.855,109.238,1.55088,107.846,-3.44811,-1.17784,-2.27027,-3.28924,25.6296,-1.05672,-2.23253,0.8519,1.9259,2.7778,1.7778,0.6667,0.1481,9.9259,,8.33854,1986-10-15,0
Ball St.,MAC,29,57.8,91.6,14.1,36.3,45.23,1.7,6.6,15.0,20.3,43,53,0.811,17,48,0.354,16,65,0.246,0.0,1.3,46.9,Jr,6-0,,-0.0810441,84.5925,2.6,2008,3641,,,1.56665055,,,,,,,,,,108.52,107.611,1.59448,91.1278,-3.09049,-1.87549,-1.215,-4.1589,24.1034,-3.5794,-0.579507,0.3448,1.1379,1.4828,1.6207,0.4828,0.0,4.3103,,6.18685,1986-10-15,0
Canisius,MAAC,5,0.7,15.1,23.6,0.0,0.0,0.0,12.8,20.7,29.1,0,2,0.0,0,0,0.0,0,2,0.0,12.4,0.0,100.0,So,6-2,,-0.442576,14.7081,0.0,2008,3642,"Madison Heights, MI",,1.0,,,,,,,,,,110.737,110.364,0.102389,1.46179,-14.3412,-15.2429,0.901661,-11.8038,1.8,-8.55922,-3.24455,0.0,0.2,0.2,0.2,0.0,0.2,0.0,,14.2027,1987-10-15,1
Canisius,MAAC,5,0.7,15.1,23.6,0.0,0.0,0.0,12.8,20.7,29.1,0,2,0.0,0,0,0.0,0,2,0.0,12.4,0.0,100.0,So,6-2,,-0.442576,14.7081,0.0,2008,3642,"Madison Heights, MI",,1.0,,,,,,,,,,110.737,110.364,0.102389,1.46179,-14.3412,-15.2429,0.901661,-11.8038,1.8,-8.55922,-3.24455,0.0,0.2,0.2,0.2,0.0,0.2,0.0,,14.2027,1987-10-15,0
Canisius,MAAC,28,50.8,97.4,18.2,48.3,48.93,3.2,7.9,12.8,18.8,17,32,0.531,17,56,0.304,47,125,0.376,0.9,1.5,17.7,So,6-4,,0.625913,93.5824,3.4,2008,3643,"Boston, MA",,1.0,,,,,,,,,,114.027,114.64,0.946034,86.9807,-2.92297,-0.21319,-2.70978,-2.77875,22.5,-0.781338,-1.99741,0.6429,1.5357,2.1786,1.25,0.5714,0.1786,6.8571,,12.2317,1987-10-15,0
Canisius,MAAC,10,6.9,59.5,19.7,35.7,37.17,10.7,14.9,0.0,36.8,5,13,0.385,5,14,0.357,0,0,0.0,2.6,1.4,92.9,Jr,6-8,,-0.80068,58.4193,3.8,2008,3644,,,0.0,,,,,,,,,,109.91,111.418,0.452432,14.3262,-15.6479,-11.1311,-4.51683,-11.0646,8.5,-8.15475,-2.90985,0.8,1.1,1.9,0.0,0.2,0.2,1.5,,0.0,1986-10-15,0
Canisius,MAAC,28,26.9,115.1,20.9,50.4,53.86,5.1,10.0,1.5,7.1,23,27,0.852,8,23,0.348,39,109,0.358,1.0,1.1,20.5,Sr,6-6,,1.19918,114.624,5.2,2008,3645,,,0.24991251,,,,,,,,,,113.594,114.228,0.517068,47.0426,-3.51837,2.30169,-5.82006,0.391293,11.8929,3.07775,-2.68646,0.5357,1.0357,1.5714,0.0714,0.2143,0.1071,5.5714,,20.1425,1985-10-15,0
North Carolina,ACC,18,2.0,124.3,15.9,57.7,57.69,3.6,3.3,0.0,10.8,0,0,0.0,0,1,0.0,5,12,0.417,0.0,1.7,0.0,Jr,6-0,,0.215407,121.61,1.3,2008,3647,,,0.0,,,,,,,,,,101.786,98.5365,0.168649,4.80332,2.94919,5.44281,-2.49363,3.20898,1.7222,4.95348,-1.7445,0.0556,0.0556,0.1111,0.0,0.0556,0.0,0.8333,,20.0655,1986-10-15,0
Fairfield,MAAC,20,10.4,63.0,16.6,32.5,31.96,6.1,7.0,16.1,40.5,1,4,0.25,5,17,0.294,1,3,0.333,1.0,3.0,20.0,So,6-4,,-0.570359,59.519,3.1,2008,3648,"Richmond, VA",,0.7692308,,,,,,,,,,109.946,110.96,0.345913,19.3339,-7.49545,-6.57114,-0.92431,-7.5003,6.35,-5.72681,-1.7735,0.3,0.35,0.65,0.5,0.3,0.05,0.7,,1.55506,1987-10-15,0
California,P10,25,36.3,107.8,21.8,52.8,55.68,11.5,11.9,12.4,19.8,28,36,0.778,73,143,0.51,7,15,0.467,1.4,1.0,22.8,So,6-8,,2.15498,118.058,4.5,2008,3650,"Los Angeles, CA",80.2,0.83333333,,,,,,,,,,109.343,101.269,1.69042,80.7559,2.97823,3.13754,-0.159305,1.88932,19.4,2.77165,-0.882337,1.8,2.04,3.84,1.2,0.32,0.24,7.8,,1.79861,1987-10-15,0
Texas St.,Slnd,25,55.4,99.1,16.0,52.8,56.38,2.5,7.9,27.1,31.6,34,47,0.723,37,76,0.487,19,48,0.396,0.2,3.5,37.9,Jr,6-0,,0.562785,92.5766,3.6,2008,3651,,,1.58205529,,,,,,,,,,103.217,107.407,1.55322,124.366,-0.981484,-0.0500341,-0.93145,-0.744776,23.2857,-0.885934,0.141158,0.6071,1.7857,2.3929,3.7857,1.5714,0.0714,6.3214,,4.04772,1986-10-15,0
Chattanooga,SC,29,84.7,103.9,18.6,49.6,52.0,2.3,4.9,7.5,15.7,48,62,0.774,30,82,0.366,99,278,0.356,0.0,2.1,17.2,Jr,5-11,,1.89236,101.671,1.9,2008,3652,,,0.71696792,,,,,,,,,,105.29,104.305,2.63815,168.063,0.453344,1.58661,-1.13326,0.910526,32.8065,1.14239,-0.231865,0.6452,1.5161,2.1613,1.2258,1.2903,0.0,14.2581,,15.2933,1986-10-15,0
Eastern Illinois,OVC,28,62.8,90.6,21.7,39.8,43.07,3.1,15.6,28.3,20.6,36,57,0.632,65,167,0.389,9,30,0.3,0.4,1.6,28.9,Sr,6-1,,0.215195,88.0331,2.6,2008,3654,"Kalamazoo, MI",,1.79625154,,,,,,,,,,108.583,112.607,1.23404,117.251,-5.16341,-2.64142,-2.52198,-4.13476,25.2414,-2.12563,-2.00913,0.6207,3.2069,3.8276,3.3448,0.6897,0.069,7.1379,,2.68103,1985-10-15,0
Eastern Illinois,OVC,28,55.1,92.5,19.0,51.5,51.78,13.7,19.2,9.0,26.8,21,41,0.512,70,136,0.515,0,0,0.0,3.3,1.8,30.1,So,6-8,,0.0946586,86.8026,4.9,2008,3655,"Stockbridge, GA",62.6,0.50002901,,,,,,,,,,104.877,108.764,1.37693,119.038,-2.70582,-2.49606,-0.209761,-4.77238,22.1724,-3.10303,-1.66935,2.3448,3.4138,5.7586,0.8621,0.6552,0.6207,5.8276,,0.0,1987-10-15,0
Eastern Illinois,OVC,8,9.6,92.8,15.0,43.5,46.18,6.0,12.7,10.0,19.5,3,4,0.75,10,23,0.435,0,0,0.0,0.0,1.2,17.4,So,6-8,,-0.0712256,84.0452,3.7,2008,3656,"Hope, IN",,1.0,,,,,,,,,,110.824,114.775,0.561284,16.1423,-7.1364,-3.7436,-3.3928,-3.79463,13.1111,-2.36858,-1.42604,0.5556,1.3333,1.8889,0.5556,0.2222,0.1111,2.7778,,0.0,1987-10-15,0
Eastern Kentucky,OVC,18,9.9,64.8,16.2,34.2,35.09,3.6,10.1,14.1,35.6,1,2,0.5,2,6,0.333,3,13,0.231,0.0,1.2,10.5,So,6-5,,-0.566709,59.0818,3.6,2008,3658,,,0.8333333,,,,,,,,,,109.224,109.426,0.370856,14.9504,-12.0347,-8.24261,-3.7921,-10.8298,6.55,-7.02417,-3.80563,0.15,0.4,0.55,0.5,0.15,0.0,1.0,,7.46808,1987-10-15,0
Eastern Kentucky,OVC,28,32.7,80.3,18.9,44.0,45.42,2.5,8.4,10.4,24.0,10,17,0.588,13,32,0.406,18,59,0.305,0.7,2.1,18.7,So,6-5,,-0.456814,75.5043,3.8,2008,3659,"Charleston, WV",,0.67855994,,,,,,,,,,107.42,109.436,0.78644,54.2714,-8.38341,-5.15165,-3.23177,-7.91034,13.5667,-5.43832,-2.47202,0.3,0.8667,1.1667,0.6333,0.4333,0.0667,3.8,,10.2614,1988-07-18,0
Wright St.,Horz,31,57.6,104.7,20.4,60.1,60.88,11.4,21.3,2.4,21.9,50,82,0.61,101,168,0.601,0,0,0.0,2.2,0.9,48.8,Sr,6-8,,1.61137,105.717,5.0,2008,3660,"Fort Loramie, OH",60.4,0.14285714,,,,,,,,,,96.0045,94.9499,2.54336,136.067,-1.3297,-1.69067,0.360967,-1.10468,23.3226,-1.12297,0.018288,1.9677,4.0968,6.0645,0.2258,0.3226,0.3871,8.129,,0.0,1985-10-15,0
William & Mary,CAA,26,18.6,84.9,15.6,59.5,60.39,6.3,21.5,6.0,37.3,7,11,0.636,22,34,0.647,0,3,0.0,2.8,3.0,29.7,So,6-10,,-0.188049,79.4631,5.3,2008,3661,"Gastonia, NC",13.2,0.30435842,,,,,,,,,,92.75,94.2058,1.00306,52.4339,-2.82476,-5.48901,2.66425,-3.20572,8.6786,-5.06563,1.8599,0.5357,1.5357,2.0714,0.25,0.4286,0.1786,1.9643,,0.831336,1987-10-15,0
VCU,CAA,21,12.1,71.6,19.4,27.9,35.26,9.9,13.4,8.5,30.3,10,15,0.667,5,26,0.192,3,8,0.375,0.0,2.8,44.1,So,6-7,,-0.380762,70.7064,5.9,2008,3662,"Montverde, FL",56.6,0.46661068,,,,,,,,,,89.7704,90.2286,0.936024,29.5493,-4.67306,-5.72596,1.0529,-5.8794,7.4286,-6.37923,0.499825,0.619,0.9048,1.5238,0.3333,0.3333,0.0,1.381,,3.14372,1987-10-15,0
Old Dominion,CAA,22,8.9,98.0,20.1,46.2,48.7,8.2,14.3,1.7,15.2,8,13,0.615,15,33,0.455,2,6,0.333,0.9,1.0,33.3,Fr,6-8,,0.254573,98.8367,4.9,2008,3663,"Palm Beach Gardens, FL",,0.16685001,,,,,,,,,,102.183,103.898,0.438498,19.1012,-7.19563,-2.67905,-4.51657,-6.02615,5.5909,-3.24565,-2.7805,0.4091,0.6818,1.0909,0.0455,0.0909,0.0455,2.0,,3.04695,1988-04-30,0
Old Dominion,CAA,25,17.4,88.4,20.6,46.2,45.4,4.7,10.2,11.3,21.4,4,12,0.333,24,51,0.471,8,27,0.296,1.4,3.6,15.4,So,6-2,,0.156168,90.3005,1.5,2008,3664,"Greensboro, NC",,0.76470585,,,,,,,,,,98.553,98.6033,0.92857,43.5497,-1.78589,-1.52215,-0.263737,0.179098,9.6,-0.744836,0.923933,0.4,0.84,1.24,0.52,0.56,0.12,3.04,,7.01325,1987-10-15,0
Winthrop,BSth,32,83.0,114.9,16.6,57.3,57.86,1.3,11.6,25.9,18.3,44,75,0.587,41,90,0.456,62,144,0.431,0.5,5.3,32.1,Sr,5-10,,2.44722,106.799,1.9,2008,3665,"Winston Salem, NC",,2.49990895,,,,,,,,,,88.6131,86.9345,4.58964,228.755,7.19451,2.99459,4.19992,7.50937,32.9412,1.88935,5.62002,0.4118,3.0882,3.5,4.1176,2.8529,0.1176,9.8529,,8.40515,1985-10-15,0
Wofford,SC,28,85.2,108.8,24.0,46.7,55.35,1.5,10.3,39.4,22.0,123,154,0.799,64,156,0.41,33,87,0.379,0.6,2.7,63.4,Sr,6-2,,3.45651,114.779,2.8,2008,3666,,,2.16864855,,,,,,,,,,108.446,108.219,2.19345,156.298,2.27067,3.70957,-1.4389,3.23183,33.3333,3.24835,-0.0165176,0.4,2.7,3.1,6.0,1.6333,0.1667,12.1333,,5.68932,1985-10-15,0
Alcorn St.,SWAC,7,7.2,93.7,24.7,37.1,46.93,7.9,10.6,12.4,21.4,11,11,1.0,4,14,0.286,5,17,0.294,0.0,2.0,35.5,Fr,6-5,,0.384228,94.6844,4.2,2008,3667,"Pinola, MS",,0.625,,,,,,,,,,110.142,112.53,0.599479,14.0164,-6.95233,-1.54716,-5.40517,-5.8604,10.75,-1.74066,-4.11974,0.875,0.875,1.75,0.625,0.5,0.0,4.25,,11.2945,1988-10-15,0
Texas St.,Slnd,26,41.8,86.8,21.5,39.0,42.94,12.4,18.6,6.4,21.3,40,68,0.588,60,152,0.395,0,2,0.0,1.4,1.0,44.2,Fr,6-10,,0.102934,87.3401,6.7,2008,3668,"Pharr, TX",,0.36169556,,,,,,,,,,103.736,107.713,1.10468,91.6784,-6.28253,-4.001,-2.28153,-6.59299,16.5862,-3.77244,-2.82055,2.2759,3.1724,5.4483,0.5862,0.3793,0.2759,6.4138,,0.223528,1988-10-15,0
Winthrop,BSth,32,71.5,101.6,23.6,50.5,52.58,6.9,17.5,11.4,16.9,73,121,0.603,118,220,0.536,23,82,0.28,2.2,3.1,40.1,Sr,6-7,,1.7997,103.696,3.5,2008,3669,,,0.77422539,,,,,,,,,,89.8969,88.194,3.828,188.595,2.90454,-0.264628,3.16917,3.50423,28.2647,0.804839,2.69939,1.6765,4.0882,5.7647,1.4118,1.4412,0.5,11.6176,,5.55608,1985-10-15,0
William & Mary,CAA,31,64.2,103.6,22.3,56.0,57.34,7.0,10.7,8.8,18.0,50,80,0.625,94,173,0.543,30,75,0.4,2.3,1.7,32.3,So,6-7,,1.93051,107.238,2.2,2008,3670,"Fairfax, VA",,0.52829838,,,,,,,,,,101.943,103.28,2.09125,129.151,0.0105464,0.186742,-0.176196,1.63343,25.2121,2.39037,-0.75694,1.4242,2.2424,3.6667,0.8485,0.6364,0.4545,10.5455,,6.02136,1987-10-15,0
William & Mary,CAA,31,87.2,108.3,19.6,44.1,51.94,3.8,11.9,23.9,16.5,99,117,0.846,28,90,0.311,59,174,0.339,0.1,3.0,44.3,So,6-3,,2.76459,108.4,2.7,2008,3671,"Phoenix, AZ",54.2,2.21426047,,,,,,,,,,99.1254,100.425,3.18806,196.967,3.48587,2.92386,0.562004,2.83689,34.5455,1.46241,1.37448,1.1212,3.3636,4.4848,3.7576,1.697,0.0303,10.9091,,10.2849,1987-10-15,0
Saint Louis,A10,30,60.9,79.6,11.4,40.6,41.59,0.9,7.6,18.2,28.9,13,29,0.448,16,42,0.381,11,38,0.289,1.1,1.5,36.3,Sr,5-10,,-1.28126,70.4084,2.5,2008,3672,"Saint Louis, MO",,1.75684961,,,,,,,,,,103.398,99.9955,2.26219,108.179,-2.02215,-3.05698,1.03482,-2.03345,24.6774,-3.54964,1.51619,0.1613,1.5161,1.6774,2.0968,0.5484,0.2258,2.5161,,3.38891,1985-10-15,0
Louisiana Tech,WAC,30,81.3,92.6,13.2,41.8,46.45,1.6,6.9,11.7,16.4,43,60,0.717,42,109,0.385,21,67,0.313,0.6,2.5,34.1,Jr,6-2,,-0.448163,81.5955,2.7,2008,3673,"Friendswood, TX",,1.51427104,,,,,,,,,,108.959,110.982,1.78072,152.14,-2.12204,-1.50719,-0.614853,-3.55535,32.6667,-3.11535,-0.439994,0.4667,1.7333,2.2,1.7667,1.3333,0.2,6.3333,,4.132,1986-10-15,0
Louisiana Tech,WAC,25,39.3,72.6,16.6,40.9,41.08,7.5,15.2,5.2,28.5,9,22,0.409,38,92,0.413,0,1,0.0,1.3,1.5,23.7,Jr,6-7,,-1.18754,67.4774,6.3,2008,3674,"Katy, TX",,0.29729729,,,,,,,,,,107.147,109.117,1.15809,80.1147,-7.80286,-6.60512,-1.19773,-9.39402,18.92,-7.64013,-1.75389,1.24,2.2,3.44,0.44,0.48,0.24,3.4,,0.12758,1986-10-15,0
American,Pat,8,2.5,134.8,11.6,100.0,100.84,4.1,11.3,0.0,33.7,2,2,1.0,5,5,1.0,0,0,0.0,3.8,0.0,40.0,Jr,6-10,,0.501197,120.581,9.7,2008,3675,,,0.0,,,,,,,,,,103.478,106.496,0.290007,4.90121,-3.2791,-1.00073,-2.27837,-1.69305,4.125,-2.72121,1.02816,0.125,0.375,0.5,0.0,0.0,0.125,1.5,,0.0,1986-10-15,0
Northwestern St.,Slnd,28,34.5,105.0,18.7,53.8,55.34,6.4,6.5,6.2,16.9,17,24,0.708,22,50,0.44,37,94,0.394,0.5,1.3,16.7,So,6-4,,0.868959,103.076,1.2,2008,3676,"Winnfield, LA",,0.46154765,,,,,,,,,,110.0,113.134,0.676013,59.6911,-2.33162,1.72467,-4.05629,-0.434696,14.5161,3.0095,-3.44419,0.9677,0.8065,1.7742,0.3871,0.3871,0.0645,6.3548,,12.3877,1987-10-15,1
South Florida,BE,31,80.0,96.9,18.9,44.6,49.46,3.6,9.8,29.3,26.0,70,105,0.667,73,160,0.456,15,54,0.278,0.5,1.7,49.1,So,6-3,,1.50318,99.1029,2.7,2008,3677,"Fitchburg, MA",19.0,1.80723822,,,,,,,,,,104.857,100.977,2.86261,159.664,0.742236,0.572374,0.169862,0.165063,32.129,-0.16599,0.331053,1.0323,2.8387,3.871,4.8387,0.9355,0.1613,8.4194,,3.2047,1987-10-15,0
Alabama A&M,SWAC,25,78.0,95.8,29.0,44.6,51.2,2.7,6.3,26.7,22.8,105,123,0.854,91,241,0.378,41,101,0.406,0.0,2.5,36.0,So,5-10,,1.70752,100.735,2.1,2008,3678,"New Market, AL",,0.91510152,,,,,,,,,,98.5481,108.175,2.09171,139.325,-3.69604,-0.859661,-2.83638,-1.79562,31.9286,0.126329,-1.92194,0.8571,1.8214,2.6786,3.4643,1.4286,0.0,15.5,,7.04448,1988-10-21,0
Illinois Chicago,Horz,4,0.8,10.3,31.3,0.0,0.0,0.0,0.0,16.8,19.5,0,4,0.0,0,2,0.0,0,1,0.0,0.0,6.1,133.3,Fr,6-5,,-0.682324,6.91152,12.0,2008,3679,,,1.0,,,,,,,,,,96.1366,99.3814,0.237483,2.02077,-24.0852,-19.7973,-4.28782,-34.1793,2.0,-27.5342,-6.64506,0.0,0.0,0.0,0.2,0.4,0.0,0.0,,5.92625,1987-07-10,0
Jackson St.,SWAC,16,4.8,63.4,17.6,10.0,30.03,13.2,10.7,2.7,28.8,8,14,0.571,1,10,0.1,0,0,0.0,3.1,0.0,140.0,Jr,6-8,,-0.369832,59.1256,11.7,2008,3680,"Missouri City, TX",24.8,0.16666667,,,,,,,,,,105.449,111.716,0.21039,10.4828,-12.9777,-9.19615,-3.78153,-15.5059,4.0625,-11.9839,-3.52197,0.5,0.375,0.875,0.0625,0.0,0.125,0.625,,0.0,1986-10-15,0
Saint Louis,A10,30,77.7,102.7,17.4,48.7,54.04,5.9,15.9,12.9,17.6,56,68,0.824,70,146,0.479,18,53,0.34,1.5,1.3,34.2,Sr,6-5,,1.61444,100.534,2.9,2008,3681,"Washington, MO",34.4,1.13337012,,,,,,,,,,100.146,96.8503,3.22556,159.107,2.64259,0.468653,2.17394,1.7376,31.3226,0.306965,1.43063,1.3548,4.0323,5.3871,1.6452,0.6129,0.4194,8.3871,,3.70467,1985-10-15,0
Hofstra,CAA,3,0.4,0.0,19.1,0.0,0.0,0.0,0.0,0.0,61.1,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Fr,5-9,,-0.495182,-0.0566042,8.0,2008,3682,,,0.0,,,,,,,,,,111.271,114.14,0.072971,0.487953,-22.3434,-18.5733,-3.7701,-31.6212,1.6667,-22.9376,-8.6836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1988-10-15,0
Mississippi St.,SEC,34,88.3,101.4,18.5,47.5,50.72,4.4,8.7,13.5,19.9,71,102,0.696,67,151,0.444,62,186,0.333,0.3,2.1,30.3,So,6-3,,1.96593,101.608,2.6,2008,3683,"Shelbyville, TN",69.4,1.12819844,,,,,,,,,,97.6069,92.7858,4.1631,206.243,3.41158,2.34084,1.07074,2.35793,35.7059,0.686876,1.67106,1.3529,3.2647,4.6176,2.5882,1.2941,0.1176,11.5,,8.77117,1987-10-15,0
Iowa St.,B12,30,39.1,92.2,13.1,42.2,45.68,0.2,7.2,11.1,15.2,15,18,0.833,22,45,0.489,14,57,0.246,1.0,0.7,17.6,Jr,6-3,,0.0678496,86.7753,3.5,2008,3684,,,1.62516411,,,,,,,,,,105.058,99.6954,1.51786,68.1123,-1.34779,-1.6199,0.272111,-2.0761,16.4333,-3.08658,1.01048,0.0333,1.0667,1.1,0.8667,0.2,0.1667,3.3667,,7.08248,1986-10-15,0
Mississippi St.,SEC,34,70.4,113.2,13.5,64.4,61.84,9.0,18.5,3.5,17.9,50,100,0.5,108,168,0.643,1,2,0.5,16.1,1.1,58.8,So,6-9,,1.90504,105.061,4.1,2008,3685,"Brownsville, TN",88.8,0.43900822,,,,,,,,,,86.3888,82.1218,4.36153,249.054,10.3871,0.469552,9.91759,8.01952,28.4706,1.39159,6.62793,2.2059,5.5588,7.7647,0.5294,0.5294,4.6176,7.9118,,0.118294,1987-10-15,0
